run_id,date,session_type,neuro_tag,final_label,base_label,final_code,CML_z,GPV_z,CML_adj,GPV_adj,reasons
22693362489,2026-04-28,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.687438130854,-2.915486557588666,-1.687438130854,-2.915486557588666,"base → Type D — Fresh / controlled (CML_z=-1.69, GPV_z=-2.92)"
22692522526,2026-04-28,,,Mixed / normal,Mixed / normal,M,-0.1051388803316139,-0.0224851528720255,-0.1051388803316139,-0.0224851528720255,"base → Mixed / normal (CML_z=-0.11, GPV_z=-0.02)"
22664134790,2026-04-26,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.1930968251378524,-1.3262101683453285,-1.1930968251378524,-1.3262101683453285,"base → Type D — Fresh / controlled (CML_z=-1.19, GPV_z=-1.33)"
22639997102,2026-04-24,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.6707312395369531,-1.379421144955625,-1.6707312395369531,-1.379421144955625,"base → Type D — Fresh / controlled (CML_z=-1.67, GPV_z=-1.38)"
22633154904,2026-04-23,,,Type A — Body-limited,Type A — Body-limited,A,0.6674944229781626,-0.513163351521041,0.6674944229781626,-0.513163351521041,"base → Type A — Body-limited (CML_z=0.67, GPV_z=-0.51)"
22614741140,2026-04-22,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.9235101091107245,-1.7750264149581292,-1.9235101091107245,-1.7750264149581292,"base → Type D — Fresh / controlled (CML_z=-1.92, GPV_z=-1.78)"
22609934869,2026-04-21,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.712875037433014,-2.4543611062718824,-1.712875037433014,-2.4543611062718824,"base → Type D — Fresh / controlled (CML_z=-1.71, GPV_z=-2.45)"
22609699876,2026-04-21,,,Type C — Global fatigue,Type C — Global fatigue,C,2.2667913104672537,1.3633034616606077,2.2667913104672537,1.3633034616606077,"base → Type C — Global fatigue (CML_z=2.27, GPV_z=1.36)"
22608686572,2026-04-21,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.1951179957482747,-1.3383650234184965,-1.1951179957482747,-1.3383650234184965,"base → Type D — Fresh / controlled (CML_z=-1.20, GPV_z=-1.34)"
22567837863,2026-04-18,,,Type B — Regulation-limited,Type B — Regulation-limited,B,-0.9561085441775264,6.264874473264433,-0.9561085441775264,6.264874473264433,"base → Type B — Regulation-limited (CML_z=-0.96, GPV_z=6.26)"
